	astro|GSM1901309|8yo_ctx	astro|GSM1901310|13yo_ctx	astro|GSM1901314|35yo_ctx	astro|GSM1901317|53yo_ctx	myeloid|GSM1901339|45yo_ctx	myeloid|GSM1901340|51yo_ctx	myeloid|GSM1901341|63_yo_ctx	oligo|GSM1901334|22yo_ctx	oligo|GSM1901335|63yo_ctx_A	oligo|GSM1901337|47yo_ctx	dopamine|GSM2027430|VTA	dopamine|GSM2027431|VTA	dopamine|GSM2027423|SNc	motor|88_Control_GSM1977034	motor|GSM2027414|spinal	motor|Spinal_motor_neuron_control_rep5_GSM3615504
ENSG00000173706.14	12.01	12.38	26.1	19.74	1.08	4.46	7.06	0.95	5.35	8.67	0	2	9	165	2	2
ENSG00000173714.7	0	0.05	0	0	0	0	0	0.33	0.09	0	0	0	0	0	24	41
ENSG00000173715.16	3.44	2.23	2.72	0	0	0.49	2.14	0	1.49	0	12.49	65.93	38.79	0	13.94	0
ENSG00000173726.11	18.92	25.14	30.13	21.33	43.7	77.38	61.51	61.01	61.5	44.14	405.36	1080.95	724.18	2257.44	199.48	235
ENSG00000173727.12	0.42	1.51	1.9	2.17	0	2.22	0.31	0	1.9	2.3	0	0	3	1	0	0
ENSG00000173728.10	0	0	0	0	2.98	0	0	0	0.72	1.28	0	0	0	0	0	0
ENSG00000173744.17	20.36	26.25	27.05	24.21	24.77	25.44	29.63	25.62	21.83	21.22	93	130	120	204	45	34
ENSG00000173757.9	11.06	9.96	15.89	11.66	6.26	4.84	6.93	4.38	4.42	10.42	72	182	191	146.96	7	16
ENSG00000173762.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000173769.4	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0
ENSG00000173786.17	32.46	21.46	30.34	20.55	3.46	6.74	11.66	115.97	243.23	56.97	63.68	223.54	208.22	98.04	22.98	16.19
ENSG00000173801.17	4.02	2.56	2.99	1.16	0	0.51	0.74	0	1	1.45	6	31	63	2	0	11
ENSG00000173805.15	10.01	8.87	7.23	4.65	0	0.05	0.11	0.61	0.36	0.22	7	4.01	1	18	3	0
ENSG00000173809.18	1.36	0.78	0.35	1.06	0	0.06	0	0	0.65	0.41	0	2	0	17	0	0
ENSG00000173810.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173811.11	0.41	0.51	0.46	2.32	0	0.37	0.11	0.61	4.81	0.88	4	7.42	3	1	0	0
ENSG00000173812.11	205.96	223.52	342.09	230.72	718	689.21	658.64	280.17	344.65	210.19	592.58	1205	1032.88	1648	268	243.27
ENSG00000173818.17	2.32	5.32	6.65	7.88	0	1.59	2.15	1.66	4.51	1.93	8	27	42	21	12	46
ENSG00000173821.19	28.65	34.61	44.99	39.2	87.86	95.6	86.04	12.49	20.54	7.68	11	53	77	256	58.57	61
ENSG00000173825.7	0.42	0.67	0	0.15	1.03	0.84	0.22	0.62	0.08	0	0	3	6	1	0	0
ENSG00000173826.14	0	0	0	0	0	0	0	0	0	0	15	64	36	13	6	3
ENSG00000173838.12	0	0.1	0	0	0	0.05	0.13	0.51	0.25	0	0	0	0	0	1	0
ENSG00000173846.13	0	0.66	0.54	1.4	5.02	14.9	15.47	1.67	0.96	0.19	7	10	11	1	4	4
ENSG00000173848.19	0.75	2.35	2.39	7.55	135.32	103.02	31.41	11.62	10.51	18.02	6	17	2	385	2	5
ENSG00000173852.14	11.49	15.22	28.39	22.07	5.2	5.01	7.81	2.71	7.7	7.01	9	15	10	191	3	7
ENSG00000173862.3	0.29	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	1
ENSG00000173867.10	1.82	1.53	3.44	2.67	0	0	0.38	0.77	1.01	0	0	0	0	29.47	0	0
ENSG00000173868.11	0	0.11	0	0	0	0.21	0.14	0	0	0	3	15	14	0	0	2
ENSG00000173875.13	13.07	13.94	17.17	15.51	16.16	6.4	8.72	6.5	6.7	11.03	49	133	134	130	24.46	18
ENSG00000173889.16	70.17	123.09	92.6	89.29	34.01	49.04	39.39	35.68	43.42	31.69	57	195	136	281.58	7	0
ENSG00000173890.17	0.14	0	1.54	0.51	10.06	8.15	9.75	1.06	0.93	1.39	1	0	0	1	0	0
ENSG00000173894.11	0	0	0	0	0	0	0	0	0.03	0	2	1	1	0	0	0
ENSG00000173898.13	0.82	1.03	0.95	0.5	0	0.26	0.53	0.21	0.06	0.3	78	324	334	124	86	16
ENSG00000173905.8	48.38	76.95	91.79	86.16	9.74	7.57	7.74	7.66	5.39	10.13	107	91	200	307	0	16
ENSG00000173908.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173914.12	19.92	19.15	35.95	42.39	12.94	9.33	6.18	13.32	16.08	8.76	19.96	54	56.96	160.59	11	1
ENSG00000173915.16	37.14	47.51	67.61	43.66	57.75	44.95	56.85	54.65	63.19	99.08	541	409	619	250.75	177	53
ENSG00000173917.10	0	0	0	0	0	0.13	0.15	0	0	0	0	0	0	42	1	18
ENSG00000173918.15	0.57	0.99	0.12	0.44	0	0	0	0	0	0	2	3	12	6	2	1
ENSG00000173926.6	2.1	3.37	5.62	4.31	18.64	22.29	23.05	0.9	1.51	0.66	1	0	3	29	1	4
ENSG00000173928.2	0.85	0.52	0.38	0.36	0	0.69	1.22	0.38	0.31	0	2	1	5	3	0	0
ENSG00000173930.9	0	0	0	0	0	0	0.04	0.12	0.03	0	3	1	0	0	0	0
ENSG00000173933.20	23.98	26.89	57.56	42.51	60.98	60.45	56.18	37.83	25.56	34.63	56.04	183.31	267.04	656.9	47	50
ENSG00000173947.14	3.75	9.03	7.05	5.58	0	0.08	0	0.16	0.74	3.93	3	1	8	25	0	0
ENSG00000173950.16	3.51	2.05	5.67	2.76	0.75	1.14	0.72	0.9	0.85	0.65	7.88	34	10	11	0	2
ENSG00000173954.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173960.14	1.4	6.54	8.93	9.13	4.23	1	2.21	1.98	4.28	4.88	34	48	85	111	27	90
ENSG00000173966.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173976.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173988.12	0	0	0	0	0	0.2	0.24	1.02	3.63	2.45	0	0	1	41	0	0
ENSG00000173991.5	0	0.08	0	0	0	0.09	0	0	0	0	0	0	0	2	0	0
ENSG00000173992.9	14.31	6.99	9.02	1.43	0	0.69	0.67	0	0.27	0	28	65	110	2	4	31
ENSG00000174004.6	0.64	0.39	0	0.23	4.5	34.07	28.48	0.96	0	0	0	0	0	0	0	0
ENSG00000174007.8	4.39	2.12	6.81	4.94	1.44	0.61	1.02	0.59	1.1	3.33	10	32	16	50	22	3
ENSG00000174010.9	13.26	12.09	24.35	12.77	22.59	15.68	10.66	4.09	5.71	6.64	14	36	32	184	0	27
ENSG00000174013.8	4.86	4.58	8.12	7.66	3.75	2.14	2.19	4.37	11.47	7.71	29	39.91	45	309	17	34
ENSG00000174015.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174016.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174021.11	45.42	31.47	46.14	20.45	47.53	63.3	86.39	17.09	10.24	23.04	1	19	0	4	1.47	0
ENSG00000174028.6	2.85	1.47	5.14	0	0	1.57	1.71	3.5	0	0.91	0	0	0	1103.09	0	0
ENSG00000174032.17	6.49	8.2	14.67	13.35	11.01	9.16	9.85	7.34	0.5	3.03	3.14	33.37	13.37	75	0	0
ENSG00000174038.13	1.62	0.33	2.25	0.11	0	0	1.03	0	0.23	0	2.51	6.75	4.76	9.22	0	0
ENSG00000174059.16	0.22	0	0.21	0.17	0.4	0.07	0.52	0	0	0	0	1	0	3	0	0
ENSG00000174080.11	22.22	11.78	20.15	14.12	0.57	2.06	4	9.49	8.06	4.68	175	395	396	172	78	43
ENSG00000174099.11	10.06	8.43	14.09	12.24	0	0	0.15	1.32	0.63	1.4	2	25	28	48	5	0
ENSG00000174106.3	9.34	12.34	17.12	10.53	21.15	10.94	11.18	3.33	4.44	11.22	35	82	84	167	7	1
ENSG00000174109.5	18.34	7.12	20.24	10.68	1.33	7.89	7.53	3.14	4.28	2.86	16	46	55	49	50	24
ENSG00000174123.11	0.23	0	0.43	0.49	42.4	20.29	27.49	8.88	0.5	2.36	2	0	0	0	0	0
ENSG00000174125.8	0	1.67	2.14	1.89	249.44	141.77	258.04	31.16	7.71	10.42	0	0	0	0	0	0
ENSG00000174130.12	0.2	0	0.65	1.52	104.73	42.23	43.27	5	1.09	3.6	0	0	0	10	0	0
ENSG00000174132.9	5.08	12.43	21.46	8.68	1.74	1.95	6.27	3.63	6.5	16.79	58	154	136	215	15	12
ENSG00000174136.12	2.04	1.56	6.61	4.43	4.8	2.31	1.75	5.27	5.39	16.66	21	51	14	253.83	3	34
ENSG00000174137.12	0	0.36	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0
ENSG00000174145.8	0.1	0.2	0.07	0.11	0.12	0	0	0	0.04	0.11	0	0	0	20	0	0
ENSG00000174151.14	5.83	1.08	2.21	0.82	1.78	1.41	1.95	0.72	0.56	0.59	6	8	32	107	1	1
ENSG00000174156.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174165.8	5.46	2.96	7.82	3.36	2.36	1.91	3.51	2.36	2.89	1.82	31	67	71	114.48	42	25
ENSG00000174171.6	0.15	0.11	0	0.92	28.98	0.44	0.25	9.7	0	0	0	0	6	15.98	1	4
ENSG00000174173.7	5.33	4.57	7.74	10.18	20.98	10.14	13.06	0.69	1.87	11.39	54	47	113	78	38	8
ENSG00000174175.17	0	0.63	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000174177.13	0.15	0	0.39	0	0	0	0.27	0	0	0	4	49	15	4	1	0
ENSG00000174197.16	25.58	51.91	53.65	61.37	55.65	31.07	32.72	25.1	45.88	34.46	43	23	36.75	373.07	3	50
ENSG00000174206.12	3.36	4.25	6.86	4.58	3.14	4.88	3.05	1.26	5.23	2.93	17	8	38	27	14	3
ENSG00000174225.14	0	0	0.64	0	0	0.19	0	0	0	0	0	0	1	0	0	0
ENSG00000174226.9	0.71	0	0	0	0	0	0	0	0	0	1	2	7	0	0	0
ENSG00000174227.16	19.6	28.2	29.19	30.4	36.27	12.53	20.67	13.75	11.89	16.8	13	58	56	43	30	1
ENSG00000174231.17	111.59	53.39	106.41	63.07	69.65	81.96	54.47	28.27	27.77	22.82	126	470	460	904	61	51
ENSG00000174233.11	2.67	2.31	6.07	5.58	0.41	0.53	0.73	0.45	0.26	1.02	1.17	26.82	57.13	1.16	0	1.17
ENSG00000174236.3	0	0	0	0	0	0	0	0	0.35	0.47	0	0	0	1	0	0
ENSG00000174238.14	38.29	31.49	50.15	32.04	29.3	16.03	30	12.75	8.48	9.44	168.59	410.49	458.74	1128	70.07	31.89
ENSG00000174243.10	10.54	11.11	12.29	15.74	10.57	6.33	2.87	11.87	6.41	10.73	12	20	22	114	3	5
ENSG00000174255.6	0	0.14	0	0	0.83	0	0	0	0	0	0	0	0	0	4	0
ENSG00000174276.6	0	0	0	0	0	0	0.53	0	0	0	9	11	25	0	30	0
ENSG00000174279.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174282.12	22.47	18.37	22.59	16.58	13.78	14.98	20	13.25	19.45	14.07	140	307	354	1407	169	85
ENSG00000174292.12	0	0.83	4.07	0.09	0	0	0	0	0.05	0	2	4	4	0	1	0
ENSG00000174306.21	64.14	52.62	68.88	51.43	1.94	1.66	2.41	4.06	5.02	4	31.09	62	78	137	2	4
ENSG00000174307.6	1.04	0.53	2.09	1.39	0	0.07	0.25	0.28	0.58	0.2	48	132	212	12.15	1.27	37
ENSG00000174325.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174326.12	0	0	0.39	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000174327.6	4.09	0.4	1.47	0.7	0	0.44	0.39	0	0	0.26	0	0	0	1	0	0
ENSG00000174332.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174339.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174343.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174348.13	0.09	0	1.26	0.29	0	0	0	0.22	0	0.36	6.38	7.26	22.55	1	0	0
ENSG00000174353.17	14.53	4.85	14.98	7.19	6.76	3.68	6.73	3.92	3.45	1.72	6.64	69	63.5	5.61	13.82	5.8
ENSG00000174358.16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000174365.20	15.71	13.74	14.52	10.98	2.44	2.76	5.85	2.21	3.77	0.33	16	36	23	11	16	9
ENSG00000174370.10	0	0.36	0	0.23	3.56	2.88	2.7	0.5	0.04	0	6	9	2	24	0	0
ENSG00000174371.17	0	1.15	0	0	0	0.25	0	0	0	3.68	0	0	0	1	1	0
ENSG00000174373.16	36.09	56.65	118.2	92.04	67.92	42.69	35.86	27.1	64.83	42.96	112.4	270.62	244	1360.46	25.5	27
ENSG00000174384.9	2.77	2.6	4.25	1.28	0	3.2	3.68	0.84	2.36	4.9	3.03	27.65	0	29.23	1.96	0
ENSG00000174403.16	0	0	0	0	0	0	0	0	0	0	2	1	4	12	45	18
ENSG00000174405.13	3.38	7.47	11.77	11.54	13.19	5.88	8.24	3.93	5	4.52	60	208	145	239	48	56
ENSG00000174407.13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000174408.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174417.2	0	0	0	0	0	0	0	0	0	0	0	0	0	49	1	0
ENSG00000174418.7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000174428.17	13.07	10.94	15.37	17.78	4.16	6.65	6.17	6.09	7.52	7.35	5.48	7.8	23.99	54.09	7	4
ENSG00000174429.4	0	0.06	0.22	0	2.57	3.26	1.81	0	0.06	0	0	0	0	2	0	0
ENSG00000174437.17	118.57	107.02	171.63	101.11	129.71	128.11	57.21	32.95	35.19	50.27	540	996	938	11277	199	146
ENSG00000174442.12	0	0.84	0.52	0.48	12.06	3.73	1.75	1.03	1.47	2.1	4	10	19	72	2	3
ENSG00000174444.15	129.34	107.41	131.58	140.33	407.06	544.3	493.18	355.95	395.09	228.68	197	570	375	478.57	154	200.58
ENSG00000174446.13	12.58	19.04	32.48	22.49	27.33	9.25	10.96	4.72	10.22	12.69	47	50	90	120	16	14
ENSG00000174448.8	0	0	0	0	0	0	0	0	0.31	2.62	1	4	0	0	0	0
ENSG00000174450.11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000174453.9	0.35	0.07	0.38	0.36	0	0	0	0	0.07	0.18	36	88	38	90	0	40
ENSG00000174456.14	20.96	33.75	39.54	42.04	12.03	14.12	9.71	56.09	110.38	48.85	102.58	256.02	193.53	220.2	63	21
ENSG00000174460.4	0.13	0.92	0.71	0.54	1.88	2.81	1.61	0.85	0.38	1.02	113	230	51	10	13	11
ENSG00000174469.23	0.59	0.5	1.41	2.01	8.58	5.98	11.22	6.21	36.67	13.1	243	492	859.86	1653	64	25
ENSG00000174473.16	0.13	0.4	0.4	0.27	0	0.13	0	0.21	0	0.11	126	179	402	1	0	0
ENSG00000174482.10	0	0.22	0	0.1	0	0	0.07	0	0.11	0.88	8	33	28	105	4	0
ENSG00000174483.20	25.82	9.7	23.46	16.59	2.03	1.5	1.18	2.62	0.76	2.22	13.68	24	59	13.52	0	6
ENSG00000174485.15	11.18	13.05	24.62	25.67	120.96	43.72	25.88	8.68	14.76	22.52	50	63	88	322	40	45
ENSG00000174495.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174498.14	2.34	1.63	3.78	2.25	0	0	0	0.53	0.7	1.98	1	5	1	18	8	4
ENSG00000174500.13	0	0	0	0	1.55	0.53	0.86	0	0	0	0	0	0	0	0	0
ENSG00000174501.14	24.65	37.46	50.55	47.71	21.55	16.32	14.44	17.54	36.3	34.7	74.84	209.07	392.84	157.05	527.75	183.85
ENSG00000174502.19	0.94	0.91	1.45	0.28	0	0	0	0.44	1.5	0.32	0	0	0	2	0	0
ENSG00000174514.13	2.52	2.84	6.88	3.24	0.8	1.36	1.25	5.33	3.74	5.08	52	108	121.67	349	34	47
ENSG00000174516.15	0.43	0.37	1.68	0.15	0	0.31	0.99	0.32	0.96	0	49	99	137	99	51	43
ENSG00000174521.7	0.6	1.11	0.13	0.13	0	0.08	0.09	0.27	0.47	0.64	47	131	255	1	18	5
ENSG00000174527.9	0	0	0	0	0.23	1.15	0	0	0	0	0	0	0	0	2	0
ENSG00000174529.7	1.56	0.95	4.27	1.91	0	0.75	0.89	1	6.7	4.34	10	27	20	6	0	0
ENSG00000174547.13	7.97	6.82	8.26	4.61	3.16	6.5	11.52	2.12	2.57	5.4	12	44	42	22	1	0
ENSG00000174562.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174564.13	0	0.87	0.18	0	1.18	0.43	0.63	0	0	0	2	0	0	0	0	0
ENSG00000174567.8	0	0.27	0	0	0	0	0	0	0	0	1	10	0	4	1	0
ENSG00000174572.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174574.16	19.02	22.02	25.75	20.67	52.74	29.2	41.8	14.75	31.08	24.09	146	215	239	1246	74	10
ENSG00000174576.10	0	0	0.25	0.12	0	0	0	0	0	0	1	0	0	0	2	0
ENSG00000174579.4	17.46	24.19	23.81	25	34.85	21.43	18.8	10.35	17.79	14.97	45	64	36	99	5	8
ENSG00000174586.11	0.15	0	0.18	0.3	0	0	0	0	0.15	0	0	0	0	0	1.96	0
ENSG00000174599.5	6.8	4.8	10.42	6.34	0	0.37	0.22	3.71	9.34	7.39	5	21	36	86	4	0
ENSG00000174600.14	0	3.1	2.4	0	85.11	56.34	65.81	22.08	1.97	0.08	0	0	0	3	0	0
ENSG00000174606.14	16.36	19.13	44.3	28.16	32.13	9.62	13.21	13.15	18.3	23.58	21	43	59	13	8	6
ENSG00000174607.11	1.24	1.01	3.29	7.48	0.83	3.15	3.18	71.29	234.05	98.09	2	16.19	2	48	0	0
ENSG00000174611.12	1.38	1.27	2.23	0.44	0	0	0	0	0	2.18	3	3	4	26	25	0
ENSG00000174628.16	13.79	25.37	27.82	35.17	0	0.92	0.74	0.75	7.96	3.47	19.45	4.23	35.47	2	29.33	1.06
ENSG00000174640.13	0.17	0.41	0.07	0.18	0	0	0	0	0	0.05	0	0	0	7	0	0
ENSG00000174652.19	2.9	14.05	14.66	11.33	20.87	14.44	11.89	5.45	6.35	4.78	4	30	33	53	0	1
ENSG00000174667.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174669.12	2.3	1.48	0.82	0.59	0.41	0.08	0.58	0.27	0.07	0.4	11	10	69	17	15	26
ENSG00000174672.16	0.91	1.81	3.17	1.27	0	0.1	0.39	0	1.42	2.37	27	228	194	23	46	35
ENSG00000174677.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174678.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174680.10	2.58	4.64	3.72	3.29	0	0.05	0.54	4.09	0.07	0.13	0	0	4	0	0	0
ENSG00000174684.7	63.02	60.46	89.47	42.68	3.12	2.54	1.33	8.12	7.92	11.52	431	844	696	334	119	114
ENSG00000174695.10	11.12	16.15	23.92	21.88	15.18	8.25	7.71	7.7	11.48	27.65	167.99	422	432	521.98	69	9
ENSG00000174697.5	0	0	0	0	0	0	0	0	0	0.13	0	1	0	0	0	0
ENSG00000174705.13	11.49	13.4	14.16	10.35	1.28	0.85	0.74	2.68	5.49	2.79	8	38	41	437	26	13
ENSG00000174715.7	0	0	0	0	0	0	1.31	0	0	0	0	0	0	0	0	0
ENSG00000174718.12	13.35	14.67	22.97	31.35	59.6	14.82	15.15	2.76	4.83	9.78	10	69	58	230	2	3
ENSG00000174720.16	28.42	30.1	52.63	51.07	106.42	19.29	24.98	10.2	13.33	42.28	61	55	70.76	206	34	30.37
ENSG00000174721.9	1.19	6.42	4.72	3.89	0.8	0.73	0.17	4.09	2.5	1.56	1	0	0	34	0	0
ENSG00000174738.13	27.08	52.3	70.98	57.24	66.84	30.46	27.53	19.71	26.7	21.89	97	78	148	922	48	41
ENSG00000174740.8	1.35	2.14	2.45	0.8	0	0	0	1.58	1.8	1.9	3	11	1	21	9	0
ENSG00000174744.14	3.26	1.8	1.62	0.88	0	0.86	3.86	0	0.74	0	18	61	68	15	24	11
ENSG00000174748.21	316.15	228.28	318.48	271.57	221.01	915.33	607.48	219.38	362.5	158.77	507	679.91	758.58	1507	125.87	94
ENSG00000174749.6	0.03	0.09	0.07	0.09	1.73	0.59	0.6	0.26	1.38	0.47	0	1	1	6	1	0
ENSG00000174775.17	3.78	1.84	2.94	2.98	0	0	0	0	0.88	0	100	252	424	27	54	79
ENSG00000174776.11	9.56	9.03	8.21	7.69	3.05	0	0	0.31	1.55	0.21	0	4	9	17	13	0
ENSG00000174780.17	33.63	48.24	68.68	46.94	101.63	57.39	46.76	43.16	43.88	60.87	218	331.94	330	764	102	32
ENSG00000174788.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174791.11	0.54	0.18	0.2	0.06	0	0.04	0	0	0.09	0	0	0	1	1	0	0
ENSG00000174792.10	0	0.44	0.62	0.18	0	0.48	0	0.37	0.49	0	0	0	1	0	0	0
ENSG00000174796.12	18.25	26.07	26.68	29.73	11.78	3.81	5.62	3.66	7.51	9.24	4	26	22	68	0	1
ENSG00000174799.10	0.77	1.41	3.36	2.51	12.74	3.56	3.47	0.77	2.83	1.9	4	31	20	174	2	1
ENSG00000174804.4	4.36	6.8	8.62	6.67	0	0	0.06	0.08	0.44	0.41	2	1	18	24	0	0
ENSG00000174807.4	1.29	0.26	1.93	0.23	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000174808.12	0	0	0	0	0	0	0	0	0	0.33	2	18	21	0	0	0
ENSG00000174827.13	0	0.35	0	3.89	0	0.1	0.64	0	0.52	0.24	4	0	15.33	9.83	0	6.78
ENSG00000174837.15	0	0	0	0	1.25	1.75	0.52	1.19	0.05	0	0	0	0	0	0	0
ENSG00000174839.13	11.52	11.92	33.13	23.19	44.02	20.28	10.46	17.56	13.74	13.04	12	52	57	26	20	2
ENSG00000174840.9	6.54	9.23	16.36	8.76	14.31	10.71	10.87	2.36	5.5	4.88	20	54	84	61	1	2
ENSG00000174842.17	4.03	2.69	10.63	4.37	9.9	1.39	1.03	4.51	0.98	5.08	18	5	14	44	0	3
ENSG00000174844.14	1.35	0.4	0.74	5.17	0	0	0.08	0.82	0.67	0.17	1	1	2	0	0	0
ENSG00000174851.16	9.74	2.12	7.68	5.1	0	1.05	2.94	1.69	3.76	0	12	31	15	1	0	54
ENSG00000174871.11	0	0.34	0.67	0	0	0	0.15	0	0	0	53	257	213	3	20	3
ENSG00000174876.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174885.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174886.13	6.87	2.63	5.07	0.17	0	1.64	2.04	0	2.81	1.23	316	383	362	19	99	189
ENSG00000174891.13	14.53	15.35	14.72	13	17.28	11.85	7.46	12.4	7.21	10.07	118	174	172	320	49	80
ENSG00000174898.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174899.11	0	0	0	0	0	0	0	0	0	0	3	1	1	41	0	3
ENSG00000174903.16	17.37	6.42	8.87	5.91	0	3.14	5.71	0	3.42	0	26.16	62.8	68.03	13.74	1.31	0
ENSG00000174912.7	0.6	6.09	7.74	3.22	5.61	1.62	1.64	1.33	3.61	0.97	0	0	0	0	0	0
ENSG00000174914.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174915.12	1.57	1.09	2.26	0.51	0	0.12	0.14	1.75	1.14	0	29	54	171	9	16	19
ENSG00000174917.8	2.65	1.98	3.37	1.71	0	1.06	0.44	0	1.1	0	154	198	289	5	45	91
ENSG00000174928.16	6.05	5.99	5.53	3.69	2.93	1.05	1.14	0.57	2.26	4.56	20	42	17.72	19	10	8
ENSG00000174930.4	0	0	0	0	0	0	0	0.37	0.1	0	0	0	0	0	0	0
ENSG00000174937.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174938.14	0	0	0.1	0.38	0	0	0.07	0.6	0.69	0	324	1295	1159	76	476	495
ENSG00000174939.11	0	0.86	0.19	0.76	0	0	0	1.58	0.72	0.6	19.84	117.36	89.77	1085.03	29	55
ENSG00000174943.11	8.39	8.57	11.07	8.46	2.12	0.88	2.98	5.77	2.57	2.43	26.16	94.64	142.23	23.97	3	3
ENSG00000174944.9	5.94	7.69	9.34	9.21	10.11	3.45	4.7	2.14	0.46	0.52	0	0	0	0	0	0
ENSG00000174945.13	2.26	0.78	1.33	1.05	2.82	2.39	8.01	1.06	1.14	1.84	4	22	13	0	0	0
ENSG00000174946.6	2.99	4.06	7.1	8.62	0	0	0.26	0.36	0.2	0	1	0	10	0	0	0
ENSG00000174948.6	0	0	0	0.1	0	0	0	0	0	0	15.92	22.77	0	48	0	0
ENSG00000174950.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174951.11	0	0	0	0.07	3.7	0.9	4.56	0	0	0	5	23	26.51	3	0	1
ENSG00000174953.14	28.07	38.25	57.09	69.41	143.45	69.87	65.7	18.49	37.02	48.86	166	287	290	1385	142	32
ENSG00000174957.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174963.17	2.24	0.34	0.51	0.24	0	0	0	0.34	0	0	0	0	0	2.13	0	0
ENSG00000174970.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174977.8	0	0.32	0.49	0.24	0	0	0	0	0	0.71	0	0	0	5.25	0	0
ENSG00000174982.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174989.13	5.06	3.87	6.67	5.48	12.34	2.36	2.38	2.69	1.31	1.65	0	18	4	57.37	0	0
ENSG00000174990.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174992.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174996.11	0.85	0.56	1.19	0.34	0	0	0.06	0	0.08	0	69.34	294.38	502.82	32	39.27	133
ENSG00000175003.15	0	0	0	0.22	0	0	0	0	0	0	2	6	0	0	0	0
ENSG00000175018.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175029.17	15.59	12.09	14.54	9.4	21.97	11.97	12.37	3.24	3.4	4.57	100.63	224.17	259.2	168.38	46.47	43
ENSG00000175040.6	0.51	0.66	0.43	0.27	0	0.04	0	0.14	0	0.1	10	13	19	499	23	34
ENSG00000175048.17	12.24	6.21	4.34	6.14	1.13	12.27	10.31	3.71	7.52	8.33	19	77	63	74	8	6
ENSG00000175054.16	11.69	12.49	28.56	27.4	29.92	11.71	21.09	4.04	7.8	9.86	48.02	122	143	1829.82	86	85
ENSG00000175061.18	38.26	39.6	40.27	44.01	37.23	85.31	77.87	71.55	49.35	48.13	136.63	271.51	301.3	79	9	30
ENSG00000175063.17	0	0	0	0	0	0	0.72	0	0	1.29	0	0	0	0	0	0
ENSG00000175065.11	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175066.16	9.65	21.3	27.03	24.35	13.67	3.93	7.5	9.32	22.15	9.22	10	44	56	42	3	3.01
